// surface map
0_47_47_32_32,0_47_47_39_39
0_50_59_40_32,0_50_59_47_39
0_50_59_48_32,0_50_59_55_39
0_50_59_56_32,0_50_59_63_39
0_51_59_0_32,0_51_59_7_39
0_51_59_8_32,0_51_59_15_39
0_51_59_16_32,0_51_59_23_39
0_51_59_24_32,0_51_59_31_39
0_51_59_32_32,0_51_59_39_39
0_51_59_40_32,0_51_59_47_39
0_51_59_48_32,0_51_59_55_39
0_51_59_56_32,0_51_59_63_39
0_52_59_0_32,0_52_59_7_39
0_52_59_8_32,0_52_59_15_39
0_52_59_16_32,0_52_59_23_39
0_52_59_24_32,0_52_59_31_39
0_52_59_32_32,0_52_59_39_39
0_52_59_40_32,0_52_59_47_39
0_52_59_48_32,0_52_59_55_39
0_52_59_56_32,0_52_59_63_39
0_46_59_0_40,0_46_59_7_47
0_46_59_8_40,0_46_59_15_47
0_46_59_16_40,0_46_59_23_47
0_46_59_24_40,0_46_59_31_47
0_46_59_32_40,0_46_59_39_47
0_46_59_40_40,0_46_59_47_47
0_46_59_48_40,0_46_59_55_47
0_46_59_56_40,0_46_59_63_47
0_47_59_0_40,0_47_59_7_47
0_47_59_8_40,0_47_59_15_47
0_47_59_16_40,0_47_59_23_47
0_47_59_24_40,0_47_59_31_47
0_47_59_32_40,0_47_59_39_47
0_47_59_40_40,0_47_59_47_47
0_47_59_48_40,0_47_59_55_47
0_47_59_56_40,0_47_59_63_47
0_48_59_0_40,0_48_59_7_47
0_48_59_8_40,0_48_59_15_47
0_48_59_16_40,0_48_59_23_47
0_48_59_24_40,0_48_59_31_47
0_48_59_32_40,0_48_59_39_47
0_48_59_40_40,0_48_59_47_47
0_48_59_48_40,0_48_59_55_47
0_48_59_56_40,0_48_59_63_47
0_49_59_0_40,0_49_59_7_47
0_49_59_8_40,0_49_59_15_47
0_49_59_16_40,0_49_59_23_47
0_49_59_24_40,0_49_59_31_47
0_49_59_32_40,0_49_59_39_47
0_50_59_32_40,0_50_59_39_47
0_50_59_40_40,0_50_59_47_47
0_50_59_48_40,0_50_59_55_47
0_50_59_56_40,0_50_59_63_47
0_51_59_0_40,0_51_59_7_47
0_51_59_8_40,0_51_59_15_47
0_51_59_16_40,0_51_59_23_47
0_51_59_24_40,0_51_59_31_47
0_51_59_32_40,0_51_59_39_47
0_51_59_40_40,0_51_59_47_47
0_51_59_48_40,0_51_59_55_47
0_51_59_56_40,0_51_59_63_47
0_52_59_0_40,0_52_59_7_47
0_52_59_8_40,0_52_59_15_47
0_52_59_16_40,0_52_59_23_47
0_52_59_24_40,0_52_59_31_47
0_52_59_32_40,0_52_59_39_47
0_52_59_40_40,0_52_59_47_47
0_52_59_48_40,0_52_59_55_47
0_52_59_56_40,0_52_59_63_47
0_46_59_0_48,0_46_59_7_55
0_46_59_8_48,0_46_59_15_55
0_46_59_16_48,0_46_59_23_55
0_46_59_24_48,0_46_59_31_55
0_46_59_32_48,0_46_59_39_55
0_46_59_40_48,0_46_59_47_55
0_46_59_48_48,0_46_59_55_55
0_46_59_56_48,0_46_59_63_55
0_47_59_0_48,0_47_59_7_55
0_47_59_8_48,0_47_59_15_55
0_47_59_16_48,0_47_59_23_55
0_47_59_24_48,0_47_59_31_55
0_47_59_32_48,0_47_59_39_55
0_47_59_40_48,0_47_59_47_55
0_47_59_48_48,0_47_59_55_55
0_47_59_56_48,0_47_59_63_55
0_48_59_0_48,0_48_59_7_55
0_48_59_8_48,0_48_59_15_55
0_48_59_16_48,0_48_59_23_55
0_48_59_24_48,0_48_59_31_55
0_48_59_32_48,0_48_59_39_55
0_48_59_40_48,0_48_59_47_55
0_48_59_48_48,0_48_59_55_55
0_48_59_56_48,0_48_59_63_55
0_49_59_0_48,0_49_59_7_55
0_49_59_8_48,0_49_59_15_55
0_49_59_16_48,0_49_59_23_55
0_49_59_24_48,0_49_59_31_55
0_49_59_32_48,0_49_59_39_55
0_50_59_32_48,0_50_59_39_55
0_50_59_40_48,0_50_59_47_55
0_50_59_48_48,0_50_59_55_55
0_50_59_56_48,0_50_59_63_55
0_51_59_0_48,0_51_59_7_55
0_51_59_8_48,0_51_59_15_55
0_51_59_16_48,0_51_59_23_55
0_51_59_24_48,0_51_59_31_55
0_51_59_32_48,0_51_59_39_55
0_51_59_40_48,0_51_59_47_55
0_51_59_48_48,0_51_59_55_55
0_51_59_56_48,0_51_59_63_55
0_52_59_0_48,0_52_59_7_55
0_52_59_8_48,0_52_59_15_55
0_52_59_16_48,0_52_59_23_55
0_52_59_24_48,0_52_59_31_55
0_52_59_32_48,0_52_59_39_55
0_52_59_40_48,0_52_59_47_55
0_52_59_48_48,0_52_59_55_55
0_52_59_56_48,0_52_59_63_55
0_46_59_0_56,0_46_59_7_63
0_46_59_8_56,0_46_59_15_63
0_46_59_16_56,0_46_59_23_63
0_46_59_24_56,0_46_59_31_63
0_46_59_32_56,0_46_59_39_63
0_46_59_40_56,0_46_59_47_63
0_46_59_48_56,0_46_59_55_63
0_46_59_56_56,0_46_59_63_63
0_47_59_0_56,0_47_59_7_63
0_47_59_8_56,0_47_59_15_63
0_47_59_16_56,0_47_59_23_63
0_47_59_24_56,0_47_59_31_63
0_47_59_32_56,0_47_59_39_63
0_47_59_40_56,0_47_59_47_63
0_47_59_48_56,0_47_59_55_63
0_47_59_56_56,0_47_59_63_63
0_48_59_0_56,0_48_59_7_63
0_48_59_8_56,0_48_59_15_63
0_48_59_16_56,0_48_59_23_63
0_48_59_24_56,0_48_59_31_63
0_48_59_32_56,0_48_59_39_63
0_48_59_40_56,0_48_59_47_63
0_48_59_48_56,0_48_59_55_63
0_48_59_56_56,0_48_59_63_63
0_49_59_0_56,0_49_59_7_63
0_49_59_8_56,0_49_59_15_63
0_49_59_16_56,0_49_59_23_63
0_49_59_24_56,0_49_59_31_63
0_49_59_32_56,0_49_59_39_63
0_50_59_32_56,0_50_59_39_63
0_50_59_40_56,0_50_59_47_63
0_50_59_48_56,0_50_59_55_63
0_50_59_56_56,0_50_59_63_63
0_51_59_0_56,0_51_59_7_63
0_51_59_8_56,0_51_59_15_63
0_51_59_16_56,0_51_59_23_63
0_51_59_24_56,0_51_59_31_63
0_51_59_32_56,0_51_59_39_63
0_51_59_40_56,0_51_59_47_63
0_51_59_48_56,0_51_59_55_63
0_51_59_56_56,0_51_59_63_63
0_52_59_0_56,0_52_59_7_63
0_52_59_8_56,0_52_59_15_63
0_52_59_16_56,0_52_59_23_63
0_52_59_24_56,0_52_59_31_63
0_52_59_32_56,0_52_59_39_63
0_52_59_40_56,0_52_59_47_63
0_52_59_48_56,0_52_59_55_63
0_52_59_56_56,0_52_59_63_63
0_46_60_0_0,0_46_60_7_7
0_46_60_8_0,0_46_60_15_7
0_46_60_16_0,0_46_60_23_7
0_46_60_24_0,0_46_60_31_7
0_46_60_32_0,0_46_60_39_7
0_46_60_40_0,0_46_60_47_7
0_46_60_48_0,0_46_60_55_7
0_46_60_56_0,0_46_60_63_7
0_47_60_16_0,0_47_60_23_7
0_47_60_24_0,0_47_60_31_7
0_47_60_32_0,0_47_60_39_7
0_47_60_40_0,0_47_60_47_7
0_47_60_48_0,0_47_60_55_7
0_47_60_56_0,0_47_60_63_7
0_48_60_0_0,0_48_60_7_7
0_48_60_8_0,0_48_60_15_7
0_48_60_16_0,0_48_60_23_7
0_48_60_24_0,0_48_60_31_7
0_48_60_32_0,0_48_60_39_7
0_48_60_40_0,0_48_60_47_7
0_48_60_48_0,0_48_60_55_7
0_48_60_56_0,0_48_60_63_7
0_49_60_0_0,0_49_60_7_7
0_49_60_8_0,0_49_60_15_7
0_49_60_16_0,0_49_60_23_7
0_49_60_24_0,0_49_60_31_7
0_49_60_32_0,0_49_60_39_7
0_50_60_32_0,0_50_60_39_7
0_50_60_40_0,0_50_60_47_7
0_50_60_48_0,0_50_60_55_7
0_50_60_56_0,0_50_60_63_7
0_51_60_0_0,0_51_60_7_7
0_51_60_8_0,0_51_60_15_7
0_51_60_16_0,0_51_60_23_7
0_51_60_24_0,0_51_60_31_7
0_51_60_32_0,0_51_60_39_7
0_51_60_40_0,0_51_60_47_7
0_51_60_48_0,0_51_60_55_7
0_51_60_56_0,0_51_60_63_7
0_52_60_0_0,0_52_60_7_7
0_52_60_8_0,0_52_60_15_7
0_52_60_16_0,0_52_60_23_7
0_52_60_24_0,0_52_60_31_7
0_52_60_32_0,0_52_60_39_7
0_52_60_40_0,0_52_60_47_7
0_52_60_48_0,0_52_60_55_7
0_52_60_56_0,0_52_60_63_7
0_46_60_0_8,0_46_60_7_15
0_46_60_8_8,0_46_60_15_15
0_46_60_16_8,0_46_60_23_15
0_46_60_24_8,0_46_60_31_15
0_46_60_32_8,0_46_60_39_15
0_46_60_40_8,0_46_60_47_15
0_46_60_48_8,0_46_60_55_15
0_46_60_56_8,0_46_60_63_15
0_47_60_16_8,0_47_60_23_15
0_47_60_24_8,0_47_60_31_15
0_47_60_32_8,0_47_60_39_15
0_47_60_40_8,0_47_60_47_15
0_47_60_48_8,0_47_60_55_15
0_47_60_56_8,0_47_60_63_15
0_48_60_0_8,0_48_60_7_15
0_48_60_8_8,0_48_60_15_15
0_48_60_16_8,0_48_60_23_15
0_48_60_24_8,0_48_60_31_15
0_48_60_32_8,0_48_60_39_15
0_48_60_40_8,0_48_60_47_15
0_48_60_48_8,0_48_60_55_15
0_48_60_56_8,0_48_60_63_15
0_49_60_0_8,0_49_60_7_15
0_49_60_8_8,0_49_60_15_15
0_49_60_16_8,0_49_60_23_15
0_49_60_24_8,0_49_60_31_15
0_49_60_32_8,0_49_60_39_15
0_50_60_24_8,0_50_60_31_15
0_50_60_32_8,0_50_60_39_15
0_50_60_40_8,0_50_60_47_15
0_50_60_48_8,0_50_60_55_15
0_50_60_56_8,0_50_60_63_15
0_51_60_0_8,0_51_60_7_15
0_51_60_8_8,0_51_60_15_15
0_51_60_16_8,0_51_60_23_15
0_51_60_24_8,0_51_60_31_15
0_51_60_32_8,0_51_60_39_15
0_51_60_40_8,0_51_60_47_15
0_51_60_48_8,0_51_60_55_15
0_51_60_56_8,0_51_60_63_15
0_52_60_0_8,0_52_60_7_15
0_52_60_8_8,0_52_60_15_15
0_52_60_16_8,0_52_60_23_15
0_52_60_24_8,0_52_60_31_15
0_52_60_32_8,0_52_60_39_15
0_52_60_40_8,0_52_60_47_15
0_52_60_48_8,0_52_60_55_15
0_52_60_56_8,0_52_60_63_15
0_46_60_0_16,0_46_60_7_23
0_46_60_8_16,0_46_60_15_23
0_46_60_16_16,0_46_60_23_23
0_46_60_24_16,0_46_60_31_23
0_46_60_32_16,0_46_60_39_23
0_46_60_40_16,0_46_60_47_23
0_46_60_48_16,0_46_60_55_23
0_46_60_56_16,0_46_60_63_23
0_47_60_0_16,0_47_60_7_23
0_47_60_8_16,0_47_60_15_23
0_47_60_16_16,0_47_60_23_23
0_47_60_24_16,0_47_60_31_23
0_47_60_32_16,0_47_60_39_23
0_47_60_40_16,0_47_60_47_23
0_47_60_48_16,0_47_60_55_23
0_48_60_0_16,0_48_60_7_23
0_48_60_8_16,0_48_60_15_23
0_48_60_16_16,0_48_60_23_23
0_48_60_24_16,0_48_60_31_23
0_48_60_32_16,0_48_60_39_23
0_48_60_40_16,0_48_60_47_23
0_48_60_48_16,0_48_60_55_23
0_48_60_56_16,0_48_60_63_23
0_49_60_0_16,0_49_60_7_23
0_49_60_8_16,0_49_60_15_23
0_49_60_16_16,0_49_60_23_23
0_49_60_24_16,0_49_60_31_23
0_49_60_32_16,0_49_60_39_23
0_49_60_40_16,0_49_60_47_23
0_49_60_56_16,0_49_60_63_23
0_50_60_0_16,0_50_60_7_23
0_50_60_8_16,0_50_60_15_23
0_50_60_16_16,0_50_60_23_23
0_50_60_24_16,0_50_60_31_23
0_50_60_32_16,0_50_60_39_23
0_50_60_40_16,0_50_60_47_23
0_50_60_48_16,0_50_60_55_23
0_50_60_56_16,0_50_60_63_23
0_51_60_0_16,0_51_60_7_23
0_51_60_8_16,0_51_60_15_23
0_51_60_16_16,0_51_60_23_23
0_51_60_24_16,0_51_60_31_23
0_51_60_32_16,0_51_60_39_23
0_51_60_40_16,0_51_60_47_23
0_51_60_48_16,0_51_60_55_23
0_51_60_56_16,0_51_60_63_23
0_52_60_0_16,0_52_60_7_23
0_52_60_8_16,0_52_60_15_23
0_52_60_16_16,0_52_60_23_23
0_52_60_24_16,0_52_60_31_23
0_52_60_32_16,0_52_60_39_23
0_52_60_40_16,0_52_60_47_23
0_52_60_48_16,0_52_60_55_23
0_52_60_56_16,0_52_60_63_23
0_46_60_0_24,0_46_60_7_31
0_46_60_8_24,0_46_60_15_31
0_46_60_16_24,0_46_60_23_31
0_46_60_24_24,0_46_60_31_31
0_46_60_32_24,0_46_60_39_31
0_46_60_40_24,0_46_60_47_31
0_46_60_48_24,0_46_60_55_31
0_46_60_56_24,0_46_60_63_31
0_47_60_0_24,0_47_60_7_31
0_47_60_8_24,0_47_60_15_31
0_47_60_16_24,0_47_60_23_31
0_47_60_24_24,0_47_60_31_31
0_47_60_32_24,0_47_60_39_31
0_47_60_40_24,0_47_60_47_31
0_47_60_48_24,0_47_60_55_31
0_47_60_56_24,0_47_60_63_31
0_48_60_0_24,0_48_60_7_31
0_48_60_8_24,0_48_60_15_31
0_48_60_16_24,0_48_60_23_31
0_48_60_24_24,0_48_60_31_31
0_48_60_32_24,0_48_60_39_31
0_48_60_40_24,0_48_60_47_31
0_48_60_48_24,0_48_60_55_31
0_48_60_56_24,0_48_60_63_31
0_49_60_0_24,0_49_60_7_31
0_49_60_8_24,0_49_60_15_31
0_49_60_16_24,0_49_60_23_31
0_49_60_24_24,0_49_60_31_31
0_49_60_32_24,0_49_60_39_31
0_49_60_40_24,0_49_60_47_31
0_49_60_48_24,0_49_60_55_31
0_49_60_56_24,0_49_60_63_31
0_50_60_0_24,0_50_60_7_31
0_50_60_8_24,0_50_60_15_31
0_50_60_16_24,0_50_60_23_31
0_50_60_24_24,0_50_60_31_31
0_50_60_32_24,0_50_60_39_31
0_50_60_40_24,0_50_60_47_31
0_50_60_48_24,0_50_60_55_31
0_50_60_56_24,0_50_60_63_31
0_51_60_0_24,0_51_60_7_31
0_51_60_8_24,0_51_60_15_31
0_51_60_16_24,0_51_60_23_31
0_51_60_24_24,0_51_60_31_31
0_51_60_32_24,0_51_60_39_31
0_51_60_40_24,0_51_60_47_31
0_51_60_48_24,0_51_60_55_31
0_51_60_56_24,0_51_60_63_31
0_52_60_0_24,0_52_60_7_31
0_52_60_8_24,0_52_60_15_31
0_52_60_16_24,0_52_60_23_31
0_52_60_24_24,0_52_60_31_31
0_52_60_32_24,0_52_60_39_31
0_52_60_40_24,0_52_60_47_31
0_52_60_48_24,0_52_60_55_31
0_52_60_56_24,0_52_60_63_31
0_46_60_0_32,0_46_60_7_39
0_46_60_8_32,0_46_60_15_39
0_46_60_16_32,0_46_60_23_39
0_46_60_24_32,0_46_60_31_39
0_46_60_32_32,0_46_60_39_39
0_46_60_40_32,0_46_60_47_39
0_46_60_48_32,0_46_60_55_39
0_46_60_56_32,0_46_60_63_39
0_47_60_0_32,0_47_60_7_39
0_47_60_8_32,0_47_60_15_39
0_47_60_16_32,0_47_60_23_39
0_47_60_24_32,0_47_60_31_39
0_47_60_32_32,0_47_60_39_39
0_47_60_40_32,0_47_60_47_39
0_47_60_48_32,0_47_60_55_39
0_47_60_56_32,0_47_60_63_39
0_48_60_0_32,0_48_60_7_39
0_48_60_8_32,0_48_60_15_39
0_48_60_16_32,0_48_60_23_39
0_48_60_24_32,0_48_60_31_39
0_48_60_32_32,0_48_60_39_39
0_48_60_40_32,0_48_60_47_39
0_48_60_48_32,0_48_60_55_39
0_48_60_56_32,0_48_60_63_39
0_49_60_0_32,0_49_60_7_39
0_49_60_8_32,0_49_60_15_39
0_49_60_16_32,0_49_60_23_39
0_49_60_24_32,0_49_60_31_39
0_49_60_32_32,0_49_60_39_39
0_49_60_40_32,0_49_60_47_39
0_49_60_48_32,0_49_60_55_39
0_49_60_56_32,0_49_60_63_39
0_50_60_0_32,0_50_60_7_39
0_50_60_8_32,0_50_60_15_39
0_50_60_16_32,0_50_60_23_39
0_50_60_24_32,0_50_60_31_39
0_50_60_32_32,0_50_60_39_39
0_50_60_40_32,0_50_60_47_39
0_50_60_48_32,0_50_60_55_39
0_50_60_56_32,0_50_60_63_39
0_51_60_0_32,0_51_60_7_39
0_51_60_8_32,0_51_60_15_39
0_51_60_16_32,0_51_60_23_39
0_51_60_24_32,0_51_60_31_39
0_51_60_32_32,0_51_60_39_39
0_51_60_40_32,0_51_60_47_39
0_51_60_48_32,0_51_60_55_39
0_51_60_56_32,0_51_60_63_39
0_52_60_0_32,0_52_60_7_39
0_52_60_8_32,0_52_60_15_39
0_52_60_16_32,0_52_60_23_39
0_52_60_24_32,0_52_60_31_39
0_52_60_32_32,0_52_60_39_39
0_52_60_40_32,0_52_60_47_39
0_52_60_48_32,0_52_60_55_39
0_52_60_56_32,0_52_60_63_39
0_46_60_0_40,0_46_60_7_47
0_46_60_8_40,0_46_60_15_47
0_46_60_16_40,0_46_60_23_47
0_46_60_24_40,0_46_60_31_47
0_46_60_32_40,0_46_60_39_47
0_46_60_40_40,0_46_60_47_47
0_46_60_48_40,0_46_60_55_47
0_46_60_56_40,0_46_60_63_47
0_47_60_0_40,0_47_60_7_47
0_47_60_8_40,0_47_60_15_47
0_47_60_16_40,0_47_60_23_47
0_47_60_24_40,0_47_60_31_47
0_47_60_32_40,0_47_60_39_47
0_47_60_40_40,0_47_60_47_47
0_47_60_48_40,0_47_60_55_47
0_47_60_56_40,0_47_60_63_47
0_48_60_0_40,0_48_60_7_47
0_48_60_8_40,0_48_60_15_47
0_48_60_16_40,0_48_60_23_47
0_48_60_24_40,0_48_60_31_47
0_48_60_32_40,0_48_60_39_47
0_48_60_40_40,0_48_60_47_47
0_48_60_48_40,0_48_60_55_47
0_48_60_56_40,0_48_60_63_47
0_49_60_0_40,0_49_60_7_47
0_49_60_8_40,0_49_60_15_47
0_49_60_16_40,0_49_60_23_47
0_49_60_24_40,0_49_60_31_47
0_49_60_32_40,0_49_60_39_47
0_49_60_40_40,0_49_60_47_47
0_49_60_48_40,0_49_60_55_47
0_49_60_56_40,0_49_60_63_47
0_50_60_0_40,0_50_60_7_47
0_50_60_8_40,0_50_60_15_47
0_50_60_16_40,0_50_60_23_47
0_50_60_24_40,0_50_60_31_47
0_50_60_32_40,0_50_60_39_47
0_50_60_40_40,0_50_60_47_47
0_50_60_48_40,0_50_60_55_47
0_50_60_56_40,0_50_60_63_47
0_51_60_0_40,0_51_60_7_47
0_51_60_8_40,0_51_60_15_47
0_51_60_16_40,0_51_60_23_47
0_51_60_24_40,0_51_60_31_47
0_51_60_32_40,0_51_60_39_47
0_51_60_40_40,0_51_60_47_47
0_51_60_48_40,0_51_60_55_47
0_51_60_56_40,0_51_60_63_47
0_52_60_0_40,0_52_60_7_47
0_52_60_8_40,0_52_60_15_47
0_52_60_16_40,0_52_60_23_47
0_52_60_24_40,0_52_60_31_47
0_52_60_32_40,0_52_60_39_47
0_52_60_40_40,0_52_60_47_47
0_52_60_48_40,0_52_60_55_47
0_52_60_56_40,0_52_60_63_47
0_46_60_0_48,0_46_60_7_55
0_46_60_8_48,0_46_60_15_55
0_46_60_16_48,0_46_60_23_55
0_46_60_24_48,0_46_60_31_55
0_46_60_32_48,0_46_60_39_55
0_46_60_40_48,0_46_60_47_55
0_46_60_48_48,0_46_60_55_55
0_46_60_56_48,0_46_60_63_55
0_47_60_0_48,0_47_60_7_55
0_47_60_8_48,0_47_60_15_55
0_47_60_16_48,0_47_60_23_55
0_47_60_24_48,0_47_60_31_55
0_47_60_32_48,0_47_60_39_55
0_47_60_40_48,0_47_60_47_55
0_47_60_48_48,0_47_60_55_55
0_47_60_56_48,0_47_60_63_55
0_48_60_0_48,0_48_60_7_55
0_48_60_8_48,0_48_60_15_55
0_48_60_16_48,0_48_60_23_55
0_48_60_24_48,0_48_60_31_55
0_48_60_32_48,0_48_60_39_55
0_48_60_40_48,0_48_60_47_55
0_48_60_48_48,0_48_60_55_55
0_48_60_56_48,0_48_60_63_55
0_49_60_0_48,0_49_60_7_55
0_49_60_8_48,0_49_60_15_55
0_49_60_16_48,0_49_60_23_55
0_49_60_24_48,0_49_60_31_55
0_49_60_32_48,0_49_60_39_55
0_49_60_40_48,0_49_60_47_55
0_49_60_48_48,0_49_60_55_55
0_49_60_56_48,0_49_60_63_55
0_50_60_0_48,0_50_60_7_55
0_50_60_8_48,0_50_60_15_55
0_50_60_16_48,0_50_60_23_55
0_50_60_24_48,0_50_60_31_55
0_50_60_32_48,0_50_60_39_55
0_50_60_40_48,0_50_60_47_55
0_50_60_48_48,0_50_60_55_55
0_50_60_56_48,0_50_60_63_55
0_51_60_0_48,0_51_60_7_55
0_51_60_8_48,0_51_60_15_55
0_51_60_16_48,0_51_60_23_55
0_51_60_24_48,0_51_60_31_55
0_51_60_32_48,0_51_60_39_55
0_51_60_40_48,0_51_60_47_55
0_51_60_48_48,0_51_60_55_55
0_51_60_56_48,0_51_60_63_55
0_52_60_0_48,0_52_60_7_55
0_52_60_8_48,0_52_60_15_55
0_52_60_16_48,0_52_60_23_55
0_52_60_24_48,0_52_60_31_55
0_52_60_32_48,0_52_60_39_55
0_52_60_40_48,0_52_60_47_55
0_52_60_48_48,0_52_60_55_55
0_52_60_56_48,0_52_60_63_55
0_46_60_0_56,0_46_60_7_63
0_46_60_8_56,0_46_60_15_63
0_46_60_16_56,0_46_60_23_63
0_46_60_24_56,0_46_60_31_63
0_46_60_32_56,0_46_60_39_63
0_46_60_40_56,0_46_60_47_63
0_46_60_48_56,0_46_60_55_63
0_46_60_56_56,0_46_60_63_63
0_47_60_0_56,0_47_60_7_63
0_47_60_8_56,0_47_60_15_63
0_47_60_16_56,0_47_60_23_63
0_47_60_24_56,0_47_60_31_63
0_47_60_32_56,0_47_60_39_63
0_47_60_40_56,0_47_60_47_63
0_47_60_48_56,0_47_60_55_63
0_47_60_56_56,0_47_60_63_63
0_48_60_0_56,0_48_60_7_63
0_48_60_8_56,0_48_60_15_63
0_48_60_16_56,0_48_60_23_63
0_48_60_24_56,0_48_60_31_63
0_48_60_32_56,0_48_60_39_63
0_48_60_40_56,0_48_60_47_63
0_48_60_48_56,0_48_60_55_63
0_48_60_56_56,0_48_60_63_63
0_49_60_0_56,0_49_60_7_63
0_49_60_8_56,0_49_60_15_63
0_49_60_16_56,0_49_60_23_63
0_49_60_24_56,0_49_60_31_63
0_49_60_32_56,0_49_60_39_63
0_49_60_40_56,0_49_60_47_63
0_49_60_48_56,0_49_60_55_63
0_49_60_56_56,0_49_60_63_63
0_50_60_0_56,0_50_60_7_63
0_50_60_8_56,0_50_60_15_63
0_50_60_16_56,0_50_60_23_63
0_50_60_24_56,0_50_60_31_63
0_50_60_32_56,0_50_60_39_63
0_50_60_40_56,0_50_60_47_63
0_50_60_48_56,0_50_60_55_63
0_50_60_56_56,0_50_60_63_63
0_51_60_0_56,0_51_60_7_63
0_51_60_8_56,0_51_60_15_63
0_51_60_16_56,0_51_60_23_63
0_51_60_24_56,0_51_60_31_63
0_51_60_32_56,0_51_60_39_63
0_51_60_40_56,0_51_60_47_63
0_51_60_48_56,0_51_60_55_63
0_51_60_56_56,0_51_60_63_63
0_52_60_0_56,0_52_60_7_63
0_52_60_8_56,0_52_60_15_63
0_52_60_16_56,0_52_60_23_63
0_52_60_24_56,0_52_60_31_63
0_52_60_32_56,0_52_60_39_63
0_52_60_40_56,0_52_60_47_63
0_52_60_48_56,0_52_60_55_63
0_52_60_56_56,0_52_60_63_63
0_51_48_24_40,0_51_48_31_47
0_51_48_48_40,0_51_48_55_47
// underground map
0_44_149_8_8,0_44_150_55_63
0_45_150_40_32,0_45_150_63_63
0_46_149_40_0,0_46_149_63_63
0_47_149_0_0,0_47_149_63_63
0_48_149_0_0,0_48_149_15_63
0_48_149_24_16,0_48_149_55_47
0_48_148_0_16,0_48_148_47_63
0_46_153_16_8,0_47_153_55_63
0_47_152_0_0,0_47_152_63_63
0_48_152_0_40,0_48_152_15_55
0_48_152_16_24,0_48_152_23_31
0_48_152_24_16,0_48_152_47_39
0_49_153_48_24,0_49_153_63_47
0_50_153_24_0,0_50_153_47_15
0_50_152_32_32,0_50_152_55_63
0_50_150_0_8,0_50_150_23_31
0_48_153_16_32,0_48_154_63_63
0_49_154_0_0,0_51_154_47_63
0_46_153_56_0,0_46_153_63_7
0_47_153_0_0,0_47_153_47_7
0_48_153_32_24,0_48_153_39_31
0_47_150_0_0,0_47_150_63_63
0_45_150_32_32,0_45_150_39_63
0_46_149_32_0,0_46_149_39_63
0_48_149_16_16,0_48_149_23_47
0_50_153_24_16,0_50_153_47_23
0_48_152_0_32,0_48_152_15_39
0_48_152_16_32,0_48_152_23_47
0_48_152_24_40,0_48_152_47_47
0_48_153_16_24,0_48_153_31_31
0_48_153_40_24,0_48_153_63_31
0_46_153_48_0,0_46_153_55_7
// misc map
0_39_75_8_8,0_39_75_47_55
0_40_75_0_8,0_40_75_63_63
0_41_75_0_8,0_41_75_63_63
0_42_75_0_0,0_42_75_63_63
0_43_75_8_16,0_43_75_55_55
0_44_75_8_16,0_44_75_47_55
0_45_75_0_0,0_45_75_63_63
